Instruction,Input,Output,materi,question_id,Template
Design a function in Python to test if the given number is a prime or not.,N = 13,"def is_prime(n):
 if n <= 1:
 return False

 for i in range(2, n):
 if n % i == 0:
 return False

 return True

is_prime(13) # True",Control Structure,4351,"def is_prime(n):
 if n <= 1:
 return False

 for i in range(2, n):
 ___
 return False

 return True

is_prime(13) # True"
"Given two strings, write a Python program to check if one is an anagram of other.",listen and silent,"def isAnagram(str1, str2):
    str1_sorted = sorted(str1)
    str2_sorted = sorted(str2)
    # Compare sorted strings
    if str1_sorted == str2_sorted:
        return True
    else:
        return False

str1 = ""listen""
str2 = ""silent""

print(isAnagram(str1, str2))",Control Structure,4373,"def isAnagram(str1, str2):
    str1_sorted = sorted(str1)
    str2_sorted = sorted(str2)
    # Compare sorted strings
    ___
        return True
    ___
        return False

str1 = ""listen""
str2 = ""silent""

print(isAnagram(str1, str2))"
Edit the code to make it in a Python program to check if a number is divisible by 5 and 11.,"def isDivisible(num): 
    if num % 5 == 0: 
        print(""Number is divisible by 5"") 
    if num % 11 == 0:
        print(""Number is divisible by 11"")","def isDivisible(num): 
    if num % 5 == 0 and num % 11 == 0:
        print(""Number is divisible by 5 and 11"") 
    else:
        print(""Number is not divisible by 5 and 11"")",Control Structure,4395,"def isDivisible(num): 
    ___
        print(""Number is divisible by 5 and 11"") 
    ___
        print(""Number is not divisible by 5 and 11"")"
Create a Python program for finding all combinations of numbers that equal a given target number.,target = 10,"def find_combos(target):
 combos = []
 
 for i in range(int(target/2)+1):
 # increments of two to avoid duplicate results
 for j in range(i, int(target/2)+1, 2):
 if i+j == target:
 combos.append((i,j))
 
 return combos

combos = find_combos(10)
print(combos)",Control Structure,4435,"def find_combos(target):
 combos = []
 
 for i in range(int(target/2)+1):
 # increments of two to avoid duplicate results
 for j in range(i, int(target/2)+1, 2):
 ___
 combos.append((i,j))
 
 return combos

combos = find_combos(10)
print(combos)"
How would you design a Python program that checks if a number is divisible by three?,45,"def is_divisible(n):
    if n % 3 == 0:
        return True
    else:
        return False

num = 45
check_divisible = is_divisible(num)

if check_divisible:
    print(""Number is divisible by three."")
else:
    print(""Number is not divisible by three."")",Control Structure,4482,"def is_divisible(n):
    ___
        return True
    ___
        return False

num = 45
check_divisible = is_divisible(num)

if check_divisible:
    print(""Number is divisible by three."")
___
    print(""Number is not divisible by three."")"
Optimize a Python function for computing Fibonacci numbers.,"def fib(n):
    if n == 0 or n == 1:
        return n
    else:
        return fib(n-1) + fib(n-2)","def fibonacci(n): 
    if n <= 1: 
        return n 
    else:
        fibonacci_num=[0,1] #creating a fibonacci list
        i=2
        while i<=n:
            fibonacci_num.append(fibonacci_num[i-1]+fibonacci_num[i-2])
            i+=1
        return fibonacci_num[n]",Control Structure,4522,"def fibonacci(n): 
    if n <= 1: 
        return n 
    ___
        fibonacci_num=[0,1] #creating a fibonacci list
        i=2
        ___
            fibonacci_num.append(fibonacci_num[i-1]+fibonacci_num[i-2])
            i+=1
        return fibonacci_num[n]"
Write an algorithm for linear search in Python.,"List: [1, 3, 8, 10, 15, 20, 25]
Number to search: 15","def linear_search(list, n):
  i = 0
  while i < len(list):
    if list[i] == n:
      return i
    i = i+1
  return -1

list = [1, 3, 8, 10, 15, 20, 25]
n = 15
index = linear_search(list, n)
print(""Number found at index:"", index)",Control Structure,4565,"def linear_search(list, n):
  i = 0
  ___
    ___
      return i
    i = i+1
  return -1

list = [1, 3, 8, 10, 15, 20, 25]
n = 15
index = linear_search(list, n)
print(""Number found at index:"", index)"
Create a Python program to check if a number is an Armstrong number.,number = 153,"def isArmstrong(number): 
	
	num = number 
	length = len(str(number)) 
	sum_of_the_power_of_digits = 0 

	while num > 0:
		rem = num % 10 
		sum_of_the_power_of_digits = sum_of_the_power_of_digits +  np.power(rem, length)
		num //= 10
		
	if (sum_of_the_power_of_digits == number) : 
		return True 
	else : 
		return False",Control Structure,4698,"def isArmstrong(number): 
	
	num = number 
	length = len(str(number)) 
	sum_of_the_power_of_digits = 0 

	___
		rem = num % 10 
		sum_of_the_power_of_digits = sum_of_the_power_of_digits +  np.power(rem, length)
		num //= 10
		
	___ 
		return True 
	___ 
		return False"
Design an algorithm in Python to check if an integer is even or odd.,n = 5,"def check_number(n):
    if n%2==0:
        return ""Even""
    else:
        return ""Odd""

check_number(5) 
# Output: Odd",Control Structure,4752,"def check_number(n):
    if n%2==0:
        return ""Even""
    ___
        return ""Odd""

check_number(5) 
# Output: Odd"
Generate a python code for an algorithmic solution for the following problem:,"Given a list A and a number X, determine whether or not there exist two elements in A whose sum is exactly X.","def is_sum_possible(A, X): 
    n = len(A) 
    # create an empty hash set
    s = set() 
  
    for i in range(n): 
        temp = X - A[i]  
        if temp >= 0 and temp in s: 
            return True 
        s.add(A[i])  
  
    return False",Control Structure,4848,"def is_sum_possible(A, X): 
    n = len(A) 
    # create an empty hash set
    s = set() 
  
    for i in range(n): 
        temp = X - A[i]  
        ___ 
            return True 
        s.add(A[i])  
  
    return False"
Build a Python generator that yields the next power of 2 for a given number.,4,"def nextPowerOf2Generator(n): 
    power = 1
    while True: 
        pow_val = power * 2
        yield pow_val 
        power = pow_val 
  
n = 4

for i in nextPowerOf2Generator(n):
    if i > n:
        print(i)
        break",Control Structure,4902,"def nextPowerOf2Generator(n): 
    power = 1
    ___ 
        pow_val = power * 2
        yield pow_val 
        power = pow_val 
  
n = 4

for i in nextPowerOf2Generator(n):
    if i > n:
        print(i)
        ___"
Generate a Python program that takes an input of a number and checks if it is prime.,7,"def is_prime(num):
    if num == 2:
        return True
    elif num < 2 or not all(num % i for i in range(2, num)):
        return False
    return True

num = 7
result = is_prime(num)
print(result)",Control Structure,4916,"def is_prime(num):
    ___
        return True
    ___
        return False
    return True

num = 7
result = is_prime(num)
print(result)"
Create a block of code for a Python program to generate a multiplication table for a given number.,num = 6,"# Create a multiplication table for a given number
num = 6

# Loop to generate the table
for i in range(1, 11):
  print(f'{num} x {i} = {num * i}')",Control Structure,5041,"# Create a multiplication table for a given number
num = 6

# Loop to generate the table
___
  print(f'{num} x {i} = {num * i}')"
Create a web application in Python that displays a directory structure tree for a given path.,/home/myUser/myFolder,"import os

def make_tree(path): 
 files = os.listdir(path) 
 for f in files: 
     full_path = os.path.join(path, f) 
     if os.path.isdir(full_path): 
         print(f) 
         make_tree(full_path) 
     else: 
         print("" -"" + f) 
  
path = '/home/myUser/myFolder' 
make_tree(path)",Control Structure,5047,"import os

def make_tree(path): 
 files = os.listdir(path) 
 for f in files: 
     full_path = os.path.join(path, f) 
     if os.path.isdir(full_path): 
         print(f) 
         make_tree(full_path) 
     ___ 
         print("" -"" + f) 
  
path = '/home/myUser/myFolder' 
make_tree(path)"
Write a Python code to determine if the user has enough money in the account for a given transaction.,"balance = 200
amount = 50","def enough_balance(balance, amount):
    if amount > balance:
        return False
    return True

if __name__ == '__main__':
    print(enough_balance(balance, amount))",Control Structure,5070,"def enough_balance(balance, amount):
    if amount > balance:
        return False
    return True

___
    print(enough_balance(balance, amount))"
"Use the inputs provided, write Python code to check if two integers are equal.","First Integer: 10
Second Integer: 10","if int(10) == int(10):
    print(""The two integers are equal"")
else:
    print(""The two integers are not equal"")",Control Structure,5097,"___
    print(""The two integers are equal"")
___
    print(""The two integers are not equal"")"
Generate a Python program that can verify if a given sentence is correct or misspelled.,"The sentence: ""This is my new computer""","import re

def spell_check(sentence):
  words = re.findall(r'\w+', sentence)
  for word in words:
    if not word.lower() in dict:
        return False
  return True

sentence = ""This is my new computer""
result = spell_check(sentence)
if result:
    print('Correct spelling')
else:
    print('Incorrect spelling')",Control Structure,5106,"import re

def spell_check(sentence):
  words = re.findall(r'\w+', sentence)
  for word in words:
    if not word.lower() in dict:
        return False
  return True

sentence = ""This is my new computer""
result = spell_check(sentence)
if result:
    print('Correct spelling')
___
    print('Incorrect spelling')"
"Given two strings s and t, create a new Python function to check if s is an anagram of t.","s = ""anagram""
t = ""nagaram""","def is_anagram(s, t):
 s_list = list(s)
 t_list = list(t)
 s_list.sort()
 t_list.sort()
 if s_list == t_list:
 return True
 else:
 return False",Control Structure,5231,"def is_anagram(s, t):
 s_list = list(s)
 t_list = list(t)
 s_list.sort()
 t_list.sort()
 ___
 return True
 ___
 return False"
Create a Python script that takes a number and prints the multiplication table for that number.,Number: 4,"num = 4 # Take input
  
# To take input from the user 
# num = int(input(""Display multiplication table of? "")) 
  
# Iterate 10 times from i = 1 to 10 
for i in range(1, 11): 
   print(num, 'x', i, '=', num*i)",Control Structure,5255,"num = 4 # Take input
  
# To take input from the user 
# num = int(input(""Display multiplication table of? "")) 
  
# Iterate 10 times from i = 1 to 10 
___ 
   print(num, 'x', i, '=', num*i)"
Write a Python program that uses a while loop to calculate a Fibonacci sequence up to the given upper limit.,Upper limit: 10,"upper_limit = 10

fibonacci_sequence = [0, 1]

a = 0
b = 1

while b <= upper_limit:
 c = a + b
 a = b
 b = c
 fibonacci_sequence.append(b)

print(fibonacci_sequence) # Output: [0, 1, 1, 2, 3, 5, 8, 13]",Control Structure,5280,"upper_limit = 10

fibonacci_sequence = [0, 1]

a = 0
b = 1

___
 c = a + b
 a = b
 b = c
 fibonacci_sequence.append(b)

print(fibonacci_sequence) # Output: [0, 1, 1, 2, 3, 5, 8, 13]"
Write a Python program to check if a number is prime by eliminating the multiples of all numbers from 2 to the square root of the number.,n = 99,"import math

def is_prime(n):
    for i in range(2, int(math.sqrt(n))+1):
        if n % i == 0:
            return False
    return True

print(is_prime(n))",Control Structure,5384,"import math

def is_prime(n):
    for i in range(2, int(math.sqrt(n))+1):
        ___
            return False
    return True

print(is_prime(n))"
Optimize this while loop in the given Python code.,"i = 0
while i < 5:
    i += 1
    print(i)","i = 0
while i < 5:
    print(i)
    i += 1",Control Structure,5393,"i = 0
___
    print(i)
    i += 1"
Modify the following code in Python to check if a number is prime or not.,"def checkPrime(n):
    for i in range(2,n):
        if n%i==0:
            return False
    return True","def checkPrime(n):
    if n <= 1:
        return False

    for i in range(2,n):
        if n % i == 0:
            return False
    
    return True",Control Structure,5403,"def checkPrime(n):
    if n <= 1:
        return False

    for i in range(2,n):
        ___
            return False
    
    return True"
Create a Python function for computing the Factorial of a number.,6,"def factorial(n):
   if n == 0:
      return 1
   else:
      return n * factorial(n-1)

print(factorial(6))",Control Structure,5520,"def factorial(n):
   ___
      return 1
   ___
      return n * factorial(n-1)

print(factorial(6))"
Design an algorithm to check if a number is a perfect square in Python.,25,"import math 
  
def isPerfectSquare(n): 
    # Find floating point value of 
    # square root of x. 
    sqr = math.sqrt(n) 
   
    # If square root is an integer 
    return (sqr - math.floor(sqr) == 0) 
  
# Driver program 
x = 25
if(isPerfectSquare(x)): 
    print(x, ""is a perfect square"") 
else: 
    print(x, ""is not a perfect square"")",Control Structure,5553,"import math 
  
def isPerfectSquare(n): 
    # Find floating point value of 
    # square root of x. 
    sqr = math.sqrt(n) 
   
    # If square root is an integer 
    return (sqr - math.floor(sqr) == 0) 
  
# Driver program 
x = 25
if(isPerfectSquare(x)): 
    print(x, ""is a perfect square"") 
___ 
    print(x, ""is not a perfect square"")"
Develop an algorithm in Python for parsing a given text and counting the number of occurrences of a given word.,This is an example text.,"def parse_text(text, word):
  word_count = 0
  words = text.split()
  for w in words:
    if w == word:
      word_count += 1
  return word_count
  
text = 'This is an example text.'
word = 'example'
word_count = parse_text(text, word)
print('The word ""{}"" appears {} times in the text.'.format(word, word_count))",Control Structure,5620,"def parse_text(text, word):
  word_count = 0
  words = text.split()
  for w in words:
    ___
      word_count += 1
  return word_count
  
text = 'This is an example text.'
word = 'example'
word_count = parse_text(text, word)
print('The word ""{}"" appears {} times in the text.'.format(word, word_count))"
Implement a solutions for the Tower of Hanoi problem using Python.,int n = 4,"def hanoi(n, source, aux, dest):
 if n == 1:
  print('Move disk 1 from {0} to {1}'.format(source, dest))
 else:
  hanoi(n-1, source, dest, aux)
  print('Move disk {0} from {1} to {2}'.format(n, source, dest))
  hanoi(n-1, aux, source, dest)

# Driver program
n = 4
hanoi(n, 'a', 'b', 'c')",Control Structure,5742,"def hanoi(n, source, aux, dest):
 ___
  print('Move disk 1 from {0} to {1}'.format(source, dest))
 ___
  hanoi(n-1, source, dest, aux)
  print('Move disk {0} from {1} to {2}'.format(n, source, dest))
  hanoi(n-1, aux, source, dest)

# Driver program
n = 4
hanoi(n, 'a', 'b', 'c')"
Generate a program in Python for a simple chatbot. The program should accept a user input and output a response using the input provided.,Hello,"user_input = input(""User: "")

if user_input == ""Hello"":
 print(""Chatbot: Hi there!"")
else:
 print(""Chatbot: I'm not sure what you mean, please try again."")",Control Structure,5781,"user_input = input(""User: "")

___
 print(""Chatbot: Hi there!"")
___
 print(""Chatbot: I'm not sure what you mean, please try again."")"
Edit the following Python code to include a while loop:,"a = 0
b = 0","a = 0
b = 0

while a < 10:
    a += 1
    b = b + a

print(b)",Control Structure,5853,"a = 0
b = 0

___
    a += 1
    b = b + a

print(b)"
Generate a function in Python that displays the Fibonacci sequence for a given value.,n = 10,"def fibonacci(n):
 a, b = 0, 1
 result = []
 
 while a < n:
 result.append(a)
 a, b = b, a + b

 return result

print(fibonacci(n))",Control Structure,5941,"def fibonacci(n):
 a, b = 0, 1
 result = []
 
 ___
 result.append(a)
 a, b = b, a + b

 return result

print(fibonacci(n))"
Write a function in Python that takes in two strings and returns true if both strings have the same letter counts.,"'abc', 'cba'","def isPermutation(s1, s2):
 s1_dict = {}
 s2_dict = {}
 for c in s1:
  if c in s1_dict:
   s1_dict[c] += 1
  else:
   s1_dict[c] = 1
 for c in s2:
  if c in s2_dict:
   s2_dict[c] += 1
  else:
   s2_dict[c] = 1
 
 return s1_dict == s2_dict",Control Structure,5999,"def isPermutation(s1, s2):
 s1_dict = {}
 s2_dict = {}
 for c in s1:
  if c in s1_dict:
   s1_dict[c] += 1
  ___
   s1_dict[c] = 1
 for c in s2:
  if c in s2_dict:
   s2_dict[c] += 1
  ___
   s2_dict[c] = 1
 
 return s1_dict == s2_dict"
Create a Python script to check if a given word or phrase is a palindrome.,madam,"def is_palindrome(word):
    word_list = list(word)
    if word_list == word_list[::-1]:
        return True
    else:
        return False

result = is_palindrome('madam')
print(result)",Control Structure,6002,"def is_palindrome(word):
    word_list = list(word)
    ___
        return True
    ___
        return False

result = is_palindrome('madam')
print(result)"
Optimize a given code in Python for higher efficiency.,"def power(base, exponent):
    answer = 1
    for _ in range(exponent):
        answer *= base
    return answer","def power(base, exponent):
    answer = 1
    while exponent > 0:
        if exponent & 1:
            answer *= base
        base *= base
        exponent >>= 1
    return answer",Control Structure,6037,"def power(base, exponent):
    answer = 1
    ___
        if exponent & 1:
            answer *= base
        base *= base
        exponent >>= 1
    return answer"
Develop an algorithm in Python for generating the nth Fibonacci number.,N: 5,"def fibonacci(n):
 # base case
 if n == 1:
  return 0
 elif n == 2:
  return 1
 # recursive case
 else:
  return fibonacci(n-1) + fibonacci(n-2)

# testing
print(fibonacci(5)) # Output: 3",Control Structure,6049,"def fibonacci(n):
 # base case
 ___
  return 0
 el___
  return 1
 # recursive case
 ___
  return fibonacci(n-1) + fibonacci(n-2)

# testing
print(fibonacci(5)) # Output: 3"
A number is said to be abundant if its proper divisors sum to more than the number itself. Create a python program to identify if a given number is abundant or not.,21,"def is_abundant(num):
    divisor_sum = 0
    for i in range(1, int(num/2)+1):
        if num % i == 0:
            divisor_sum += i

    return divisor_sum > num

num = 21

if is_abundant(num):
    print(f""{num} is abundant"")
else:
    print(f""{num} is not abundant"")",Control Structure,6058,"def is_abundant(num):
    divisor_sum = 0
    for i in range(1, int(num/2)+1):
        ___
            divisor_sum += i

    return divisor_sum > num

num = 21

if is_abundant(num):
    print(f""{num} is abundant"")
___
    print(f""{num} is not abundant"")"
Create a python program for checking whether a number is a palindrome or not.,12321,"def is_palindrome(num):
  rev = 0
  tmp = num
  
  while tmp > 0:
    rev = rev * 10
    rev = rev + (tmp % 10)
    tmp = tmp // 10

  return num == rev
  
num = 12321
if (is_palindrome(num)):
  print(""Number is a palindrome"")
else:
  print(""Number is not a palindrome"")",Control Structure,6086,"def is_palindrome(num):
  rev = 0
  tmp = num
  
  ___
    rev = rev * 10
    rev = rev + (tmp % 10)
    tmp = tmp // 10

  return num == rev
  
num = 12321
if (is_palindrome(num)):
  print(""Number is a palindrome"")
___
  print(""Number is not a palindrome"")"
Optimize the Python code snippet (below) for performance efficiency.,"def process_data(data):
    processed_data = []
    for item in data:
        if item % 10 == 0:
            processed_data.append(item)
    return processed_data","def process_data(data):
    processed_data = []
    for item in data:
        if (item % 10) == 0:
            processed_data.append(item)
    return processed_data

def process_data_fast(data):
    return [item for item in data if item % 10 == 0]",Control Structure,6105,"def process_data(data):
    processed_data = []
    for item in data:
        ___
            processed_data.append(item)
    return processed_data

def process_data_fast(data):
    return [item for item in data if item % 10 == 0]"
Create a python program for searching for a word in a text document.,"The quick brown fox jumped over the lazy dog
search: fox","import re

text = 'The quick brown fox jumped over the lazy dog'
search = 'fox'

result = re.findall(search, text)

if result:
    print('Found!');
else:
    print('Not Found!')",Control Structure,6139,"import re

text = 'The quick brown fox jumped over the lazy dog'
search = 'fox'

result = re.findall(search, text)

if result:
    print('Found!');
___
    print('Not Found!')"
Write a function in Python to check if an integer is prime or not.,37,"def is_prime(number):
  if number < 2:
    return False
  else:
    for x in range(2, number):
      if number % x == 0:
        return False
    return True

n = 37
print (is_prime(n)) # Output: True",Control Structure,6165,"def is_prime(number):
  if number < 2:
    return False
  ___
    for x in range(2, number):
      ___
        return False
    return True

n = 37
print (is_prime(n)) # Output: True"
Create a Python program to calculate the grade for a student.,"Maths = 85
English = 70
Science = 90","Maths = 85
English = 70
Science = 90

# Calculate the average 
average = (Maths + English + Science) / 3

# Check the grade
if average >= 80:
    grade = 'A'
elif average >= 70:
    grade = 'B'
elif average >= 60:
    grade = 'C'
elif average >= 50:
    grade = 'D'
else:
    grade = 'F'

# Print the grade
print(grade)",Control Structure,6244,"Maths = 85
English = 70
Science = 90

# Calculate the average 
average = (Maths + English + Science) / 3

# Check the grade
if average >= 80:
    grade = 'A'
elif average >= 70:
    grade = 'B'
elif average >= 60:
    grade = 'C'
elif average >= 50:
    grade = 'D'
___
    grade = 'F'

# Print the grade
print(grade)"
Create a Python program that prints out a message if a given number is divisible by 7.,num = 49,"num = 49

if num % 7 == 0:
    print(""The number %d is divisible by 7!"" %num)",Control Structure,6263,"num = 49

___
    print(""The number %d is divisible by 7!"" %num)"
Develop an algorithm using Python that determines if a number is a prime number or not.,12,"def is_prime(n):
    if n <= 1: 
        return False
    for i in range(2, n): 
        if n % i == 0: 
            return False
    return True",Control Structure,6290,"def is_prime(n):
    if n <= 1: 
        return False
    for i in range(2, n): 
        ___ 
            return False
    return True"
Optimize the following Python code for runtime and memory performance.,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)","def factorial(n):
    if n == 0:
        return 1

    res = 1
    for i in range(2, n+1):
        res *= i
    return res",Control Structure,6309,"def factorial(n):
    ___
        return 1

    res = 1
    for i in range(2, n+1):
        res *= i
    return res"
Create a Python function to check if a given number is abundant or not. An abundant number is a number which is less than the sum of its proper divisors.,number = 24,"def is_abundant(number):
    sum = 0
    for i in range(1, number):
        if number % i == 0:
            sum += i
    return sum > number",Control Structure,6317,"def is_abundant(number):
    sum = 0
    for i in range(1, number):
        ___
            sum += i
    return sum > number"
Create a program in Python for finding the greatest common divisor of two numbers.,"Number1: 20
Number2: 45","def gcd(a, b):
    while b != 0:
        temp = a
        a = b
        b = temp % b
    return a

print(gcd(20,45))",Control Structure,6330,"def gcd(a, b):
    ___
        temp = a
        a = b
        b = temp % b
    return a

print(gcd(20,45))"
Design an algorithm in Python for linear search.,"[3, 1, 5, 8], 8","def linear_search(arr, target):    
    for i in range(len(arr)):
        if arr[i] == target:
            return i
    return -1",Control Structure,6349,"def linear_search(arr, target):    
    for i in range(len(arr)):
        ___
            return i
    return -1"
Write a Python program for a program that checks if two strings are palindromes.,"Input strings: “radar”, “dad”","def is_palindrome(str1, str2):
 # Reverse str1
 reverse_str1 = str1[::-1]

 # Check if str1 is the same as the reversed version of str2
 if reverse_str1 == str2:
 return True
 else:
 return False

# Sample input
str1 = 'radar'
str2 = 'dad'

# Check if the strings are palindromes
print(is_palindrome(str1, str2)) # Output: True",Control Structure,6379,"def is_palindrome(str1, str2):
 # Reverse str1
 reverse_str1 = str1[::-1]

 # Check if str1 is the same as the reversed version of str2
 ___
 return True
 ___
 return False

# Sample input
str1 = 'radar'
str2 = 'dad'

# Check if the strings are palindromes
print(is_palindrome(str1, str2)) # Output: True"
Create a function in Python to determine if a number is divisible by another number.,"6, 3","def isDivisible(num1, num2):
    # check if num1 is divisible by num2
    if (num1 % num2) == 0:
        return True
    else:
        return False

num1 = 6
num2 = 3

result = isDivisible(num1, num2)
print(result)",Control Structure,6521,"def isDivisible(num1, num2):
    # check if num1 is divisible by num2
    ___
        return True
    ___
        return False

num1 = 6
num2 = 3

result = isDivisible(num1, num2)
print(result)"
Modify the following Python code for calculating the factorial of a number.,"def factorial(n):
    fact = 1
    for i in range(1,n+1):
        fact = fact*i
    return fact","def factorial(n):
    if n == 0:
        return 1
    else:
        fact = 1
        for i in range(1,n+1):
            fact = fact*i
        return fact",Control Structure,6575,"def factorial(n):
    ___
        return 1
    ___
        fact = 1
        for i in range(1,n+1):
            fact = fact*i
        return fact"
Construct a function in Python to compare the two given dictionaries and return true if both of them contains the same elements.,"dict1 = {'A':1, 'B':2, 'C':3 }
dict2 = {'A':1, 'C':3, 'B':2 }","def compare_dicts(dict1, dict2):
  # Iterate through keys in both dictionaries and compare values
  for key, value in dict1.items():
    if key not in dict2 or dict2[key] != value:
      return False
 
  # If all elements matched
  return True",Control Structure,6603,"def compare_dicts(dict1, dict2):
  # Iterate through keys in both dictionaries and compare values
  for key, value in dict1.items():
    ___
      return False
 
  # If all elements matched
  return True"
Write a Python program to compare two dictionaries to check if they are equal.,"d1 = {'a':1, 'b':2, 'c':3}
d2 = {'a':1, 'b':2, 'c':4}","def compare_dicts(dict1, dict2):
    if dict1 == dict2:
        return True
    return False

result = compare_dicts(d1, d2)
print(result)",Control Structure,6683,"def compare_dicts(dict1, dict2):
    ___
        return True
    return False

result = compare_dicts(d1, d2)
print(result)"
You need to write a Python program for computing the factorial of a number.,5,"def factorial(num):
    if num == 0:
        return 1
    else:
        return num * factorial(num - 1)

print(factorial(5))",Control Structure,6701,"def factorial(num):
    ___
        return 1
    ___
        return num * factorial(num - 1)

print(factorial(5))"
write a python program for its purpose,Compute the factorial of a given number,"""""""
Compute the factorial of a given number
""""""

def factorial(n): 
	if n == 1: 
		return 1
	else: 
		return n * factorial(n-1) 

if __name__ == '__main__': 
	num = int(input()) 
	print(factorial(num))",Control Structure,6707,"""""""
Compute the factorial of a given number
""""""

def factorial(n): 
	___ 
		return 1
	___ 
		return n * factorial(n-1) 

___ 
	num = int(input()) 
	print(factorial(num))"
Compare two strings to check if they are anagrams or not in Python.,"“silent”, “listen”","def is_anagram(w1, w2):
    # Check if lengths are equal
    if len(w1) == len(w2):
        # Sort the strings
        s1 = sorted(w1)
        s2 = sorted(w2)
        # Check if sorted strings are equal
        if s1 == s2:
            return True
    return False

# Example
w1 = ""silent""
w2 = ""listen""

print(is_anagram(w1, w2)) #Output: True",Control Structure,6710,"def is_anagram(w1, w2):
    # Check if lengths are equal
    ___
        # Sort the strings
        s1 = sorted(w1)
        s2 = sorted(w2)
        # Check if sorted strings are equal
        ___
            return True
    return False

# Example
w1 = ""silent""
w2 = ""listen""

print(is_anagram(w1, w2)) #Output: True"
Code up a web scraper in Python for a particular website.,The website is https://www.example.com,"import requests
from bs4 import BeautifulSoup

url = 'https://www.example.com'
page = requests.get(url)

soup = BeautifulSoup(page.text, 'html.parser')

all_divs = soup.find_all('div')

for div in all_divs:
    try:
        print(div['class'])
    except:
        print(div.text)",Control Structure,6722,"import requests
from bs4 import BeautifulSoup

url = 'https://www.example.com'
page = requests.get(url)

soup = BeautifulSoup(page.text, 'html.parser')

all_divs = soup.find_all('div')

for div in all_divs:
    ___
        print(div['class'])
    except:
        print(div.text)"
Develop a Python script for calculating the Fibonacci numbers for a given input.,8,"def Fibonacci(n): 
    if n<0: 
        print(""Incorrect input"") 
    # First Fibonacci number is 0 
    elif n==1: 
        return 0
    # Second Fibonacci number is 1 
    elif n==2: 
        return 1
    else: 
        return Fibonacci(n-1)+Fibonacci(n-2) 

# Driver Program 
  
print(Fibonacci(8))",Control Structure,6729,"def Fibonacci(n): 
    if n<0: 
        print(""Incorrect input"") 
    # First Fibonacci number is 0 
    elif n==1: 
        return 0
    # Second Fibonacci number is 1 
    elif n==2: 
        return 1
    ___ 
        return Fibonacci(n-1)+Fibonacci(n-2) 

# Driver Program 
  
print(Fibonacci(8))"
"Create a Python program that takes in a positive integer, then uses a while loop to output the numbers counting down to 1.",6,"num = int(input(""Enter a positive integer: ""))

while num > 0:
    print(num)
    num -= 1

print(""Done!"")",Control Structure,6736,"num = int(input(""Enter a positive integer: ""))

___
    print(num)
    num -= 1

print(""Done!"")"
Develop a Python Program to determine if two given strings are an anagram or not.,"string1 = ""abcd""
string2 = ""cbad""","def is_anagram(string1, string2):
    # check if strings have equal length 
    if len(string1) != len(string2): 
        return False 
    sorted1 = sorted(string1); 
    sorted2 = sorted(string2); 
    # check if sorted strings are the same 
    if sorted1 == sorted2:
        return True 
    return False",Control Structure,6867,"def is_anagram(string1, string2):
    # check if strings have equal length 
    if len(string1) != len(string2): 
        return False 
    sorted1 = sorted(string1); 
    sorted2 = sorted(string2); 
    # check if sorted strings are the same 
    ___
        return True 
    return False"
Write a Python program to compare two integers and prints if one is greater then another.,"int1=1, int2=2","# compare two integers
int1=1
int2=2
if int1 > int2:
    print(""int1 is greater than int2"")
elif int2 > int1:
    print(""int2 is greater than int1"")
else:
    print(""int1 and int2 are equal"")",Control Structure,6873,"# compare two integers
int1=1
int2=2
if int1 > int2:
    print(""int1 is greater than int2"")
elif int2 > int1:
    print(""int2 is greater than int1"")
___
    print(""int1 and int2 are equal"")"
Create functions in Python for validating if a number is prime or not.,n = 12,"def is_prime(n):
    if n == 1:
        return False
    for i in range(2,int(n**(1/2))+1):
        if n%i == 0:
            return False
    return True

if is_prime(12):
    print(""Prime"")
else:
    print(""Not Prime"")",Control Structure,6922,"def is_prime(n):
    ___
        return False
    for i in range(2,int(n**(1/2))+1):
        ___
            return False
    return True

if is_prime(12):
    print(""Prime"")
___
    print(""Not Prime"")"
Create an algorithm in Python for the classification of numbers into even or odd.,3,"def classifyNumber(num): 
    if num % 2 == 0: 
        return ""even""
    else: 
        return ""odd"" 
  
print(classifyNumber(3))",Control Structure,6930,"def classifyNumber(num): 
    ___ 
        return ""even""
    ___ 
        return ""odd"" 
  
print(classifyNumber(3))"
Write a Python program to check if it contains the specified substring.,"my_string = ""Hello World""","my_string = ""Hello World""
if ""World"" in my_string:
    print(""Yes, the specified substring is found."")
else:
    print(""No, the substring is not found."")",Control Structure,6956,"my_string = ""Hello World""
if ""World"" in my_string:
    print(""Yes, the specified substring is found."")
___
    print(""No, the substring is not found."")"
Create a Python program to check if two strings are anagrams.,"leg, gel","def is_anagram(s1, s2): 
    # Convert both strings to lower case 
    s1 = s1.lower() 
    s2 = s2.lower() 

    # Sort both strings 
    s1 = sorted(s1) 
    s2 = sorted(s2) 

    if s1 == s2: 
        return True 
    else: 
        return False",Control Structure,6989,"def is_anagram(s1, s2): 
    # Convert both strings to lower case 
    s1 = s1.lower() 
    s2 = s2.lower() 

    # Sort both strings 
    s1 = sorted(s1) 
    s2 = sorted(s2) 

    ___ 
        return True 
    ___ 
        return False"
