Instruction,Input,Output,materi,question_id,Template
Write a function in Python to find the top k words in a given document.,"""This is a document it contains some words and a lot of phrases.""

k = 2","from collections import Counter    

def topKWords(doc, k):
    words = doc.split()
    counts = Counter(words).most_common(k)
    return [word for word,_ in counts]

doc = ""This is a document it contains some words and a lot of phrases.""
k = 2
print(topKWords(doc, k))",Function,6014,"from collections import Counter    

def topKWords___:
    words = doc.___
    counts = Counter___.most_common___
    return [word for word,_ in counts]

doc = ""This is a document it contains some words and a lot of phrases.""
k = 2
print(topKWords(doc, k))"
Can you create a program in Python that will return the nth Fibonacci number?,n = 8,"def fib(n):
    if n == 0 or n == 1:
        return 1
    else:
        return fib(n-1) + fib(n-2)

n = 8
print(fib(n))",Function,6043,"def fib___:
    if n == 0 or n == 1:
        return 1
    else:
        return ___

n = 8
print(fib(n))"
Rewrite a given function in Python to return the sum of the two parameters instead of multiplying them.,"def multiply(a, b):
  return a * b","def multiply(a, b):
  return a + b",Function,6055,"def multiply___:
  return a + b"
Write a Python function to access a given key from a given dictionary.,"d = {'x': 3, 'y': 4, 'z': 5}","def access_key(key, dictionary): 
    if key not in dictionary: 
        return -1
    return dictionary[key]",Function,6064,"def access_key___: 
    if key not in dictionary: 
        return -1
    return dictionary[key]"
Design a function in Python to convert a Celsius temperature to a Fahrenheit temperature.,32,"def convert_celsius_to_fahrenheit(celsius):
    fahrenheit = celsius * 9/5 + 32
    return fahrenheit

celsius = 32
fahrenheit = convert_celsius_to_fahrenheit(celsius)
print('{} degree Celsius is {} degree Fahrenheit.'.format(celsius, fahrenheit))",Function,6076,"def convert_celsius_to_fahrenheit___:
    fahrenheit = celsius * 9/5 + 32
    return fahrenheit

celsius = 32
fahrenheit = convert_celsius_to_fahrenheit___
print('{} degree Celsius is {} degree Fahrenheit.'.format(celsius, fahrenheit))"
"In Python, define a function that takes two arguments and returns the maximum of the two.","6, 8","def max_value(a, b):
    # Return the maximum of two numbers
    if a > b:
        return a
    else:
        return b

# Example usage
a = 6
b = 8
print(max_value(a, b)) # 8",Function,6089,"def max_value___:
    # Return the maximum of two numbers
    if a > b:
        return a
    else:
        return b

# Example usage
a = 6
b = 8
print(max_value(a, b)) # 8"
Create a Python function that calculates the factorial of a given number,x = 4,"def factorial(x):
    result = 1
    for num in range(1,x+1):
        result *= num
    return result",Function,6101,"def factorial___:
    result = 1
    for num in ___:
        result *= num
    return result"
Rewrite the following C++ function to Python.,"int multiply(int a, int b)
{
    int result = a * b;
    return result;
}","def multiply(a, b):
    result = a * b
    return result",Function,6102,"def multiply___:
    result = a * b
    return result"
Write a Python function to replace all occurrences of a given substring with another substring.,"Hello World, Hello","def replace_substring(string, old_substring, new_substring):
 return string.replace(old_substring, new_substring)

result = replace_substring(""Hello World, Hello"", ""Hello"", ""Hi"")
print(result)",Function,6122,"def replace_substring___:
 return string.replace___

result = ___
print(result)"
Create a Python function to parse an XML document and extract all the <tag> elements.,An XML file,"import xml.etree.ElementTree as ET

def extract_tags(xml):
    root = ET.fromstring(xml)
    tags = root.findall('tag')

    # Create list to store tag elements
    tag_list = []
    for tag in tags:
        tag_list.append(tag.text)

    # Return list of tags
    return tag_list",Function,6123,"import xml.etree.ElementTree as ET

def extract_tags___:
    root = ET.fromstring___
    tags = root.___

    # Create list to store tag elements
    tag_list = []
    for tag in tags:
        tag_list.___

    # Return list of tags
    return tag_list"
Write a function in Python to reverse the order of words in a sentence.,"sentence = ""hello world how are you""","def reverse_words(sentence):
    words = sentence.split(' ')
    reversed_words = words[::-1]
    return ' '.join(reversed_words)

sentence = ""hello world how are you""
print(reverse_words(sentence)) # output - you are how world hello",Function,6124,"def reverse_words___:
    words = sentence.___
    reversed_words = words[::-1]
    return ' '.join___

sentence = ""hello world how are you""
print(reverse_words(sentence)) # output - you are how world hello"
Create a function that capitalizes the first letter of any given word,"""python""","def capitalize_first_letter(word):
    return word[0].upper() + word[1:]

# main
word = ""python""
capitalized = capitalize_first_letter(word)
print(capitalized)",Function,6147,"def capitalize_first_letter___:
    return word[0].___ + word[1:]

# main
word = ""python""
capitalized = capitalize_first_letter___
print(capitalized)"
Create a function in Python that takes a number n and returns the sum of its digits.,378,"def sum_of_digits(n):
    sum = 0
    while n:
        sum += n % 10
        n //= 10
    return sum

print(sum_of_digits(378))",Function,6161,"def sum_of_digits___:
    sum = 0
    while n:
        sum += n % 10
        n //= 10
    return sum

print(sum_of_digits(378))"
Create a Python function that takes two arrays of numbers and calculates their dot product.,"[2, 4, 6], [3, 4, 5]","def dot_product(list1, list2):
 result = 0
 for i in range(len(list1)):
  result += list1[i] * list2[i] 
 return result

list1 = [2,4,6]
list2 = [3,4,5]
dot = dot_product(list1, list2)
print('Dot product of two lists =', dot) # Dot product of two lists = 46",Function,6177,"def dot_product___:
 result = 0
 for i in range(len___):
  result += list1[i] * list2[i] 
 return result

list1 = [2,4,6]
list2 = [3,4,5]
dot = dot_product___
print('Dot product of two lists =', dot) # Dot product of two lists = 46"
Write a Python function that computes the average of 3 numbers.,"1, 2, 3","def average(a, b, c):
    return (a + b + c) / 3.0

print(average(1,2,3)) # Output: 2.0",Function,6182,"def average___:
    ___ / 3.0

print(average(1,2,3)) # Output: 2.0"
Generate a Python function to parse a JSON data structure.,"data = {
 ""name"": ""John"",
 ""age"": 18,
 ""occupation"": ""Software Engineer""
}","import json

def parse_json(data):
 data = json.loads(data)
 return data['name'], data['age'], data['occupation']

name, age, occupation = parse_json(data)
print(name, age, occupation)
# Output: John 18 Software Engineer",Function,6188,"import json

def parse_json___:
 data = json.loads___
 return data['name'], data['age'], data['occupation']

name, age, occupation = parse_json___
print(name, age, occupation)
# Output: John 18 Software Engineer"
Create a Python lambda expression to return all strings that longer than 5 characters long.,"[""hello"", ""world"", ""foobar""]","words = [""hello"", ""world"", ""foobar""] 
filtered_words = list(filter(lambda x: len(x) > 5, words)) 
print(filtered_words) # ['world', 'foobar']",Function,6209,"words = [""hello"", ""world"", ""foobar""] 
filtered_words = list(filter(lambda x: len___ > 5, words)) 
print(filtered_words) # ['world', 'foobar']"
Write a Python function to return the GCD (Greatest Common Denominator) of two integers.,"num_1 = 12
num_2 = 24","def gcd(num_1, num_2):
  if num_2 == 0:
    return num_1
  return gcd(num_2, num_1 % num_2)",Function,6229,"def gcd___:
  if num_2 == 0:
    return num_1
  return ___"
Write a function in Python that takes two strings s1 and s2 and returns s2 repeated s1 times.,s1 = '3'; s2 = 'hello',"def repeat(s1, s2):
 n = int(s1)
 return s2 * n

print(repeat('3','hello'))
# Output: hellohellohello",Function,6250,"def repeat___:
 n = int___
 return s2 * n

print(repeat('3','hello'))
# Output: hellohellohello"
Create a web API in Python Flask to compare two numerical values and return the greater one.,"value1 = 10
value2 = 20","from flask import Flask, jsonify, request

app = Flask(__name__)

@app.route('/compare', methods=['POST'])
def compare():
    data = request.get_json()
    value1 = data['value1']
    value2 = data['value2']

    greater_value = max(value1, value2)

    return jsonify({'greater_value': greater_value})

if __name__ == '__main__':
    app.run(debug=True)",Function,6264,"from flask import Flask, jsonify, request

app = Flask___

@app.___
___
    data = request.___
    value1 = data['value1']
    value2 = data['value2']

    greater_value = max___

    return ___

if __name__ == '__main__':
    app.___"
Convert this Python function to JavaScript.,"def string_to_num_list(string):
    numbers = []
    for letter in string:
        numbers.append(ord(letter))
    return numbers","function stringToNumList(string) {
    let numbers = [];
    for (let letter of string) {
        numbers.push(letter.charCodeAt(0));
    }
    return numbers;
}",Function,6278,"function stringToNumList___ {
    let numbers = [];
    ___ {
        numbers.push(letter.charCodeAt___);
    }
    return numbers;
}"
Create a function in Python to validate the syntax of the given code.,"code:
def myFunc(param1, param2):
    statement1
    statement2","def validate_syntax(code):
    try: 
        compile(code, '<string>', 'exec')
        return True
    except SyntaxError: 
        return False",Function,6299,"def validate_syntax___:
    try: 
        ___
        return True
    except SyntaxError: 
        return False"
Generate a Python function to generate an equation with given coefficients and variables.,"coefficients: [2, 3, 1], variables: [""x"", ""y"", ""z""]","def generate_equation(coefficients, variables):
 equation = """"
 for i, coeff in enumerate(coefficients):
  equation += str(coeff) + variables[i] + "" + ""
 equation = equation[:-3]
 return equation",Function,6308,"def generate_equation___:
 equation = """"
 for i, coeff in enumerate___:
  equation += str___ + variables[i] + "" + ""
 equation = equation[:-3]
 return equation"
Create a function in Python that takes two numbers as arguments and returns their average.,"2, 3","def average(a, b): 
    return (a + b) / 2

print(average(2, 3))",Function,6321,"def average___: 
    ___ / 2

print(average(2, 3))"
"Edit the following Python code such that the function produces output in the format ""<Name> said: '<Message>'.","def generate_message(name, message):
    print(name + ' said: ' + message)","def generate_message(name, message):
    print(name + ' said: ' + ""'"" + message + ""'"")",Function,6340,"def generate_message___:
    print(name + ' said: ' + ""'"" + message + ""'"")"
"Given two integers, write a Python function to find their greatest common divisor (GCD).","num1 = 24
num2 = 18","def find_gcd(num1, num2):
    gcd = 1
    while num2 != 0:
        temp = num2
        num2 = num1 % num2
        num1 = temp
        gcd = num1
    return gcd",Function,6346,"def find_gcd___:
    gcd = 1
    while num2 != 0:
        temp = num2
        num2 = num1 % num2
        num1 = temp
        gcd = num1
    return gcd"
"Construct a Python function that takes two integers ""a"" and ""b"" and returns the sum of their squares.",2 and 3,"def sum_sqr(a, b):
    return a*a + b*b

print(sum_sqr(2, 3))",Function,6384,"def sum_sqr___:
    return a*a + b*b

print(sum_sqr(2, 3))"
"Write a function in Python to convert a given time in hours, minutes and seconds, to a total number of seconds.","hours: 2
minutes: 3
seconds: 4","def time_to_seconds(hours, minutes, seconds): 
     return (hours * 3600) + (minutes * 60) + seconds
 
result = time_to_seconds(2, 3, 4) 
print(result)",Function,6407,"def time_to_seconds___: 
     ___ + seconds
 
result = time_to_seconds___ 
print(result)"
Rewrite this python function to make it more concise.,"def calculate_average(scores):
    total = 0 
    for score in scores:
        total += score
    return total/len(scores)","def calculate_average(scores):
    return sum(scores)/len(scores)",Function,6418,"def calculate_average___:
    return sum___/len___"
Create a Python function to calculate the sum of all numbers from 0 to the input number.,5,"def sum_to(num):
    sum = 0
    for i in range(num+1):
        sum += i
    return sum
 
num = 5
print(sum_to(num))   # 15",Function,6438,"def sum_to___:
    sum = 0
    for i in ___:
        sum += i
    return sum
 
num = 5
print(sum_to(num))   # 15"
Optimize a given Python function to run faster.,"def lower_string(string):
    return string.lower()","def lower_string(string):
    return string.strip().lower()",Function,6460,"def lower_string___:
    return string.___"
Create a function in Python that prints the first n Fibonacci numbers.,6,"def fibonacci(n):
  fib_list = [0, 1]
  for i in range(2, n):
    fib_list.append(fib_list[i-2] + fib_list[i-1])
  return fib_list[:n]

fibonacci_list = fibonacci(6)
print(fibonacci_list)",Function,6464,"def fibonacci___:
  fib_list = [0, 1]
  for i in range___:
    fib_list.___
  return fib_list[:n]

fibonacci_list = fibonacci___
print(fibonacci_list)"
Create an API endpoint in Python Flask to add two numbers. This API should accept two numbers as Formula Parameters and should return the addition of those two numbers.,"num1 = 4
num2 = 5","from flask import Flask, request
app = Flask(__name__)

@app.route('/add', methods=['GET'])
def add():
 num1 = float(request.args.get('num1'))
 num2 = float(request.args.get('num2'))

 sum = num1 + num2

 return str(sum)

if __name__ == '__main__':
 app.run(debug=True)",Function,6500,"from flask import Flask, request
app = Flask___

@app.___
___
 num1 = ___
 num2 = ___

 sum = num1 + num2

 return str___

if __name__ == '__main__':
 app.___"
Create a function to optimize a given python code using the Numba library.,"def calculate_pi():
    c = 0.0
    for k in range(1000):
        for j in range(1000):
            c += k ** -2 + j ** -3
    return c","import numba

@numba.jit
def calculate_pi():
    c = 0.0
    for k in range(1000):
        for j in range(1000):
            c += k ** -2 + j ** -3
    return c",Function,6514,"import numba

@numba.jit
___
    c = 0.0
    for k in range___:
        for j in range___:
            c += k ** -2 + j ** -3
    return c"
Create a Python function to format a given ip address to IPv4 format.,192.168.1,"def ipv4_format(ip):
 octets = ip.split('.')
 octets.extend(['0', '0', '0', '0'])
 octets = octets[:4]
 return '.'.join(octets)

if __name__ == '__main__':
 ip = '192.168.1'
 print(ipv4_format(ip))",Function,6600,"def ipv4_format___:
 octets = ip.___
 octets.___
 octets = octets[:4]
 return '.'.join___

if __name__ == '__main__':
 ip = '192.168.1'
 print(ipv4_format(ip))"
Create a Python function to calculate the sum of two numbers given as inputs.,"5, 6","def calculateSum(a, b):
    return a + b

sum = calculateSum(5, 6)
print(sum)",Function,6613,"def calculateSum___:
    return a + b

sum = calculateSum___
print(sum)"
Write a function in Python to remove all punctuation and special characters.,"'Hello, World!!!'","import string

def removePunctuation(input_string):
    punctuations = string.punctuation
    output_string = """"
    for char in input_string:
        if char not in punctuations:
            output_string += char
    return output_string

print(removePunctuation(""Hello, World!!!""))  # Output: Hello World",Function,6644,"import string

def removePunctuation___:
    punctuations = string.punctuation
    output_string = """"
    for char in input_string:
        if char not in punctuations:
            output_string += char
    return output_string

print(removePunctuation(""Hello, World!!!""))  # Output: Hello World"
Create a Python function to detect a specific sequence,"Given a list of integers, list_a = [1, 6, 3, 7, 4], find the index of the sequence [3, 7]","def find_sequence(list_a, pattern):
    result = []
    for i in range(len(list_a)-len(pattern)+1):
        if list_a[i:i+len(pattern)] == pattern:
            result.append(i)
    return result",Function,6647,"def find_sequence___:
    result = []
    for i in range(len___-len___+1):
        if list_a[i:i+len___] == pattern:
            result.append___
    return result"
Develop a Python function that can detect the spoken language of a user’s input.,Bonjour,"def detect_language(text):
 """"""Detect the language of a given text.

 Args:
  text (str): The text to detect the language of.

 Returns:
  str: The detected language of the text.
 """"""

 language = detect(text)
 return language",Function,6663,"def detect_language___:
 """"""Detect the language of a given text.

 Args:
  text ___: The text to detect the language of.

 Returns:
  str: The detected language of the text.
 """"""

 language = detect___
 return language"
Rewrite the current function using Python 3.x code instead of Python 2.7.,"def sum(a, b):
     return a + b","def sum(a, b):
    return a + b",Function,6670,"def sum___:
    return a + b"
Create a Python function to return the elements of two lists as a dictionary.,"list_one = [1, 2, 3]
list_two = ['a', 'b', 'c']","list_one = [1, 2, 3]
list_two = ['a', 'b', 'c']

def list_to_dict(list_one, list_two):
  if len(list_one) != len(list_two):
    return None
  d = {}
  for i in range(len(list_one)):
    d[list_one[i]] = list_two[i]
  return d
  
dictionary = list_to_dict(list_one, list_two)
print(dictionary)",Function,6691,"list_one = [1, 2, 3]
list_two = ['a', 'b', 'c']

def list_to_dict___:
  if len___ != len___:
    return None
  d = {}
  for i in range(len___):
    d[list_one[i]] = list_two[i]
  return d
  
dictionary = list_to_dict___
print(dictionary)"
"Create a function in Python that takes a given number, removes all its digits and returns an integer.",x = 356,"def removeDigits(x):
    str_x = str(x)
    without_digits = int("""".join([i for i in str_x if not i.isdigit()]))
    return without_digits

x = 356
print(removeDigits(x))",Function,6746,"def removeDigits___:
    str_x = str___
    without_digits = ___
    return without_digits

x = 356
print(removeDigits(x))"
"Create a Python function clamp that takes a number, a lower bound and an upper bound and clamps the value between the two bounds.","number=12, lower=3, upper=15","def clamp(number, lower, upper):
    if number < lower:
        return lower
    elif number > upper:
        return upper
    else:
        return number",Function,6786,"def clamp___:
    if number < lower:
        return lower
    elif number > upper:
        return upper
    else:
        return number"
Create a function in Python that takes in two dates and returns the number of days between them.,"today = ""2020/05/20""
tomorrow = ""2020/05/21""","def compute_days_between_dates(date1, date2):
    today_datetime = datetime.datetime.strptime(date1, '%Y/%m/%d')
    tomorrow_datetime = datetime.datetime.strptime(date2, '%Y/%m/%d')
    return (tomorrow_datetime-today_datetime).days

print(compute_days_between_dates(""2020/05/20"", ""2020/05/21""))",Function,6801,"def compute_days_between_dates___:
    today_datetime = datetime.datetime.___
    tomorrow_datetime = datetime.datetime.___
    ___.days

print(compute_days_between_dates(""2020/05/20"", ""2020/05/21""))"
Create a function in Python that takes an integer and prints all its factors.,60,"def find_factors(num):
  factors = []
  for i in range(2, num):
    if (num % i == 0):
      factors.append(i)
  print(f""Factors of {num}: {factors}"")

find_factors(60)",Function,6811,"def find_factors___:
  factors = []
  for i in range___:
    ___:
      factors.append___
  print(f""Factors of {num}: {factors}"")

find_factors___"
Create a function in Python to normalize a vector.,"vector = [1, 5, 2, 8, 9, 4]","def normalize(vector):
    norm = np.linalg.norm(vector)
    normalized = []
    for i in vector:
        normalized.append(i/norm)
    return normalized

vector = [1, 5, 2, 8, 9, 4]

normalized_vector = normalize(vector)
print(normalized_vector) # [0.10938925979875006, 0.5469462984987499, 0.21877851959750005, 0.8750559279949998, 1.0000000000000002, 0.43693269989949995]",Function,6814,"def normalize___:
    norm = np.linalg.norm___
    normalized = []
    for i in vector:
        normalized.___
    return normalized

vector = [1, 5, 2, 8, 9, 4]

normalized_vector = normalize___
print(normalized_vector) # [0.10938925979875006, 0.5469462984987499, 0.21877851959750005, 0.8750559279949998, 1.0000000000000002, 0.43693269989949995]"
"Edit the existing Python code to forward declare a function called ""compute"" that takes two arguments, ""a"" and ""b"", and returns the result of ""a + b"".","def func1():
    result = compute(2,3)
    print(result)","def compute(a,b):
    return a + b

def func1():
    result = compute(2,3)
    print(result)",Function,6836,"def compute___:
    return a + b

___
    result = compute___
    print(result)"
"Write a Python function to classify a given animal as a mammal, bird, reptile, or fish.",lion,"def classify_animal(animal): 
 if animal == ""lion"": 
  return ""mammal"" 
 elif animal == ""eagle"": 
  return ""bird"" 
 elif animal == ""crocodile"": 
  return ""reptile"" 
 elif animal == ""salmon"": 
  return ""fish"" 
 else: 
  return ""unknown""",Function,6838,"def classify_animal___: 
 if animal == ""lion"": 
  return ""mammal"" 
 elif animal == ""eagle"": 
  return ""bird"" 
 elif animal == ""crocodile"": 
  return ""reptile"" 
 elif animal == ""salmon"": 
  return ""fish"" 
 else: 
  return ""unknown"""
Create a function in Python to find the greatest common divisor of two given numbers.,7 8,"def get_gcd(num1, num2):
    for i in range(max(num1, num2), 0, -1):
        if num1 % i == 0 and num2 % i == 0:
            return i

result = get_gcd(7, 8)
print(result)
# Output: 1",Function,6876,"def get_gcd___:
    for i in range(max___, 0, -1):
        if num1 % i == 0 and num2 % i == 0:
            return i

result = get_gcd___
print(result)
# Output: 1"
Create a function in Python to compute the sum of all the natural numbers in a given range.,"start = 1
end = 10","def sum_natural_numbers(start, end):
    """"""
    Computes the sum of all natural numbers in a given range.
    
    Parameters:
    start (int): start of the range
    end (int): end of the range
    
    Returns:
    int: the sum of the natural numbers in the range
    """"""
    total = 0
    for i in range(start, end+1):
        total += i
    return total",Function,6896,"def sum_natural_numbers___:
    """"""
    Computes the sum of all natural numbers in a given range.
    
    Parameters:
    start ___: start of the range
    end ___: end of the range
    
    Returns:
    int: the sum of the natural numbers in the range
    """"""
    total = 0
    for i in ___:
        total += i
    return total"
Convert the following loop code into a recursive function in Python.,"n = 10
s = 0
for i in range(n):
    s += i","def sum_of_n_natural_numbers_recursive(n, s=0):
    if n == 0:
        return s
    
    s += n
    return sum_of_n_natural_numbers_recursive(n-1, s)

result = sum_of_n_natural_numbers_recursive(10)
print(result)",Function,6908,"def ___:
    if n == 0:
        return s
    
    s += n
    return ___

result = sum_of_n_natural_numbers_recursive___
print(result)"
Rewrite this Python function to be as efficient as possible.,"def get_values(dictionary):
    values = []
    for key, value in dictionary.items():
        if value > 0:
            values.append(value)
    return values","def get_values(dictionary):
    return [value for key, value in dictionary.items() if value > 0]",Function,6929,"def get_values___:
    return [value for key, value in dictionary.___ if value > 0]"
Develop a function that returns the sum of three numbers,"three integers a, b, c","# Python3 program to return the sum of three numbers

def sum_three(a,b,c): 
    return a + b + c",Function,6952,"# Python3 program to return the sum of three numbers

def sum_three___: 
    return a + b + c"
Write a Python function to check whether a number is in the given range.,"number: 4, range: [2, 4]","def is_in_range(num, a, b):
    if num >= a and num <= b:
        return True
    else:
        return False

result = is_in_range(4, 2, 4)
print(result)",Function,6973,"def is_in_range___:
    if num >= a and num <= b:
        return True
    else:
        return False

result = is_in_range___
print(result)"
Write a function in Python to identify all the keywords present in a given sentence.,Sentence: I like to eat apples,"def find_keywords(sentence):
 keywords = set()
 words = sentence.split(' ')
 for word in words:
  if word.iskeyword():
   keywords.add(word)
 return list(keywords)",Function,7016,"def find_keywords___:
 keywords = ___
 words = sentence.___
 for word in words:
  if word.___:
   keywords.add___
 return list___"
Create a function in Python to calculate the square root of a number.,num = 16,"def cal_sqrt(num):
    return num ** 0.5

num1 = 16
sqrt_of_num1 = cal_sqrt(num1)
print(sqrt_of_num1) # 4.0",Function,7026,"def cal_sqrt___:
    return num ** 0.5

num1 = 16
sqrt_of_num1 = cal_sqrt___
print(sqrt_of_num1) # 4.0"
Write a Python function to find the maximum of three numbers.,"3, 4, 5","def max_of_three(a, b, c):
    if a > b and a > c:
        return a
    elif b > a and b > c:
        return b
    else:
        return c

result = max_of_three(3, 4, 5)
print(result)",Function,7035,"def max_of_three___:
    if a > b and a > c:
        return a
    elif b > a and b > c:
        return b
    else:
        return c

result = max_of_three___
print(result)"
Analyze the following Python function to detect any potential errors.,"def expand_list(list):
    for item in list:
        list *= 2","The function is attempting to modify the list while iterating over it. This can lead to unexpected behavior and should be avoided. To fix the code, the list should be copied before the iteration takes place: 

def expand_list(list):
    list_copy = list[:]   # make a copy of the list
    for item in list_copy:
        list *= 2",Function,7040,"The function is attempting to modify the list while iterating over it. This can lead to unexpected behavior and should be avoided. To fix the code, the list should be copied before the iteration takes place: 

def expand_list___:
    list_copy = list[:]   # make a copy of the list
    for item in list_copy:
        list *= 2"
Generate a function in Python which takes two values and returns the largest one.,"38, 64","def max_of_two_values(val1, val2):
    if val1 > val2:
        return val1
    else:
        return val2

# Function call with two arguments
largest_one = max_of_two_values(38, 64)

# Print the largest number
print('The largest one is:', largest_one)",Function,7048,"def max_of_two_values___:
    if val1 > val2:
        return val1
    else:
        return val2

# Function call with two arguments
largest_one = max_of_two_values___

# Print the largest number
print('The largest one is:', largest_one)"
Implement a class in Python called “Multiplier” with a constructor function that takes an argument “factor”. The class should have a method called “multiply” which takes a number as an argument and returns this multiplied by “factor”.,factor = 5,"class Multiplier:
    def __init__(self, factor):
        self.factor = factor
 
    def multiply(self, num):
        return num * self.factor",Function,7067,"class Multiplier:
    def __init_____:
        self.factor = factor
 
    def multiply___:
        return num * self.factor"
Fix the syntax error in the provided Python function.,"def add_numbers(x, y)
    return x + y","def add_numbers(x, y):
    return x + y",Function,7082,"def add_numbers___:
    return x + y"
Develop a function in Python that will find the sum of all prime numbers in a given range.,"upper = 10
lower = 1","def primeSum(lower, upper): 
    sum = 0
    for num in range(lower, upper + 1): 
        if num > 1: 
            for i in range(2, num): 
                if (num % i) == 0: 
                    break 
            else: 
                sum += num 
  
    return sum",Function,7110,"def primeSum___: 
    sum = 0
    for num in ___: 
        if num > 1: 
            for i in range___: 
                ___ == 0: 
                    break 
            else: 
                sum += num 
  
    return sum"
Code an optimization problem using Python that finds the maximum of a function with two optimization variables and a given constraint.,"f(x, y) = 3x + 2y
 Constraint: x + y ≤ 10","from scipy.optimize import minimize

def f(x):
 return 3*x[0] + 2*x[1]

def con(x):
 return x[0] + x[1] - 10

cons = ({'type': 'ineq', 'fun': con})

result = minimize(f, [0, 0], method='SLSQP', constraints=cons)
x = result.x

print('Solution:', x)
print('Maximum value:', result.value)",Function,7116,"from scipy.optimize import minimize

def f___:
 return 3*x[0] + 2*x[1]

def con___:
 return x[0] + x[1] - 10

cons = ({'type': 'ineq', 'fun': con})

result = ___
x = result.x

print('Solution:', x)
print('Maximum value:', result.value)"
Write a Python function to multiple two matrices.,"Matrix 1: 
[[1, 2], 
 [3, 4]]
Matrix 2: 
[[5, 6], 
 [7, 8]]","def multiply_matrices(m1, m2):
    # create a 3x3 matrix to hold the result
    result = [[0, 0], [0, 0]]

    for i in range(len(m1)): 
        for j in range(len(m2[0])): 
            for k in range(len(m2)): 
                result[i][j] += m1[i][k] * m2[k][j] 

    return result

result = multiply_matrices([[1, 2], [3, 4]], [[5, 6], [7, 8]])
print(result)",Function,7133,"def multiply_matrices___:
    # create a 3x3 matrix to hold the result
    result = [[0, 0], [0, 0]]

    for i in range(len___): 
        for j in ___: 
            for k in range(len___): 
                result[i][j] += m1[i][k] * m2[k][j] 

    return result

result = ___
print(result)"
Develop a Python script that can query a SQL database and return the total number of entries in all the tables,SQL database,"import sqlite3

conn = sqlite3.connect(""example.db"")
cur = conn.cursor()

sql = ""SELECT name FROM sqlite_master WHERE type='table';""
cur.execute(sql)
tables = cur.fetchall()

count = 0
for table in tables:
    sql = f""SELECT COUNT(*) FROM {table[0]};""
    cur.execute(sql)
    count += cur.fetchone()[0]

print(f""Number of entries: {count}"")",Function,7142,"import sqlite3

conn = sqlite3.___
cur = conn.___

sql = ""SELECT name FROM sqlite_master WHERE type='table';""
cur.execute___
tables = cur.___

count = 0
for table in tables:
    sql = f""SELECT ___ FROM {table[0]};""
    cur.execute___
    count += cur.___[0]

print(f""Number of entries: {count}"")"
Generate a function in Python that takes a web page URL and returns the page's HTML source code.,"url = ""https://www.example.com""","import requests

def get_html_source(url):
    """"""
    This function takes a web page URL and returns the page's HTML source code.
    :param url: url
    :return: html source
    """"""
    response = requests.get(url)
    return response.text",Function,7183,"import requests

def get_html_source___:
    """"""
    This function takes a web page URL and returns the page's HTML source code.
    :param url: url
    :return: html source
    """"""
    response = requests.get___
    return response.text"
Create a function to fetch data from a web page using Python.,http://www.example.com,"import requests

def fetch_data(url):
    response = requests.get(url)
    return response.text

fetched_data = fetch_data('http://www.example.com')",Function,7187,"import requests

def fetch_data___:
    response = requests.get___
    return response.text

fetched_data = ___"
Write a function in Python that takes a sentence as an input and prints out the words in reverse order.,"Input sentence: ""This is a test sentence""","def reverse_words(sentence):
 words = sentence.split()
 reversed_words = words[::-1]
 return ' '.join(reversed_words)

print(reverse_words(""This is a test sentence""))

# Output: ""sentence test a is This""",Function,7205,"def reverse_words___:
 words = sentence.___
 reversed_words = words[::-1]
 return ' '.join___

print(reverse_words(""This is a test sentence""))

# Output: ""sentence test a is This"""
"Using Python, create a function that calculates the objective function of a linear equation.","ax + by = c

a = 3, b = 5, c = 7","def linear_eq(a, b, c):
    return a*x + b*y - c

# For example:
result = linear_eq(3, 5, 7)
print(result)",Function,7240,"def linear_eq___:
    return a*x + b*y - c

# For example:
result = linear_eq___
print(result)"
Write a Python function to get the common items from two given lists.,"list_1 = [1, 2, 3, 4, 5]
list_2 = [2, 4, 6, 8]","def get_common_items(list_1, list_2):
    common_items = []
  
    for i in list_1:
        for j in list_2:
            if i == j:
                common_items.append(i)
    return common_items

list_1 = [1, 2, 3, 4, 5]
list_2 = [2, 4, 6, 8]

print(get_common_items(list_1, list_2))",Function,7248,"def get_common_items___:
    common_items = []
  
    for i in list_1:
        for j in list_2:
            if i == j:
                common_items.append___
    return common_items

list_1 = [1, 2, 3, 4, 5]
list_2 = [2, 4, 6, 8]

print(get_common_items(list_1, list_2))"
Write a Python program to optimize the given cost function.,"C(x, y) = 2x + 9y","def optimize_cost(x, y):
    return 2*x + 9*y",Function,7256,"def optimize_cost___:
    return 2*x + 9*y"
Create a Python function that takes two strings and count the total number of characters made from the two strings combined.,"firstStr = ""Hello""
secondStr = ""World""","def countChars(firstStr, secondStr):
    combinedStr = firstStr + secondStr
    return len(combinedStr)",Function,7259,"def countChars___:
    combinedStr = firstStr + secondStr
    return len___"
Create a recursive function in Python that calculates the factorial of a given number.,n = 5,"def factorial(n): 
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)

result = factorial(5)
print(result) # prints 120",Function,7262,"def factorial___: 
    if n == 1:
        return 1
    else:
        return n * ___

result = factorial___
print(result) # prints 120"
