Instruction,Input,Output,materi,question_id,Template
Create a python function that takes in a string and reverse any words that contain a certain character.,"String: ""Hello World!-Abc""
Character: ""-""","def string_reverse(string, character):
    new_string = []
    for word in string.split(' '):
        if character in word:
            new_string.append(word[::-1])
        else:
            new_string.append(word)
    return ' '.join(new_string)

string_reverse(""Hello World!-Abc"", ""-"") # Output: ""Hello dlroW!-cbA""",Data Type,4004,"def string_reverse(string, character):
    new_string = []
    for word in string.split(' '):
        if character in word:
            new_string.append(word[::-___])
        else:
            new_string.append(word)
    return ' '.join(new_string)

string_reverse(""Hello World!-Abc"", ""-"") # Output: ""Hello dlroW!-cbA"""
"Given a duration in seconds, write a Python code to convert it into a string showing hours, minutes and seconds.",32400,"def to_time_string(duration):
    hours, remainder = divmod(duration, 3600)
    minutes, seconds = divmod(remainder, 60)
    return ""%02d:%02d:%02d"" % (hours, minutes, seconds)

print(to_time_string(32400))",Data Type,4010,"def to_time_string(duration):
    hours, remainder = divmod(duration, ___)
    minutes, seconds = divmod(remainder, ___)
    return ""%02d:%02d:%02d"" % (hours, minutes, seconds)

print(to_time_string(___))"
Create a Python function to classify a given string as either a palindrome or not.,"string=""kayak""","def is_palindrome(string):
    string_temp = string.lower()
    reverse_string = string_temp[::-1]
    if string_temp == reverse_string:
        print(""yes, this is a palindrome"")
    else:
        print(""no, this is not a palindrome"")

is_palindrome(string)",Data Type,4033,"def is_palindrome(string):
    string_temp = string.lower()
    reverse_string = string_temp[::-___]
    if string_temp == reverse_string:
        print(""yes, this is a palindrome"")
    else:
        print(""no, this is not a palindrome"")

is_palindrome(string)"
"Write a Python function that takes a string as input and returns true if the string starts with the letter ""a"".",String: awesome,"def starts_with_a(string):
    if string[0] == 'a':
        return True
    else:
        return False

result = starts_with_a('awesome')
print(result)",Data Type,4035,"def starts_with_a(string):
    if string[___] == 'a':
        return ___
    else:
        return ___

result = starts_with_a('awesome')
print(result)"
Create a method in Python which takes a string and an integer as arguments and returns an integer representing the number of times that character appears.,"s = ""hello world"", c = 'l'","def findCount(s, c):
    count = 0
    for char in s:
        if char == c:
            count += 1
    return count 

print(findCount(s, c))",Data Type,4061,"def findCount(s, c):
    count = ___
    for char in s:
        if char == c:
            count += ___
    return count 

print(findCount(s, c))"
Implement a program in Python that takes a string as an input and prints out the length of the longest word in the string.,"string = ""The quick brown fox jumps over the lazy dog""","def longest_word(string):
    words = string.split("" "")
    max_length = 0
    longest_word = """"
    for word in words:
        if(len(word) > max_length):
            max_length = len(word)
            longest_word = word
    print(""Longest word is {} with length {}"".format(longest_word,max_length))",Data Type,4069,"def longest_word(string):
    words = string.split("" "")
    max_length = ___
    longest_word = """"
    for word in words:
        if(len(word) > max_length):
            max_length = len(word)
            longest_word = word
    print(""Longest word is {} with length {}"".format(longest_word,max_length))"
Generate a Python function that checks to see if a given string is a palindrome.,Input: madam,"def is_palindrome(str):
    reversed_str = """"
    for i in range(len(str) - 1, -1, -1): 
        reversed_str += str[i]

    if str == reversed_str: 
        return True
    else: 
        return False

string = ""madam""
result = is_palindrome(string)
print(result)",Data Type,4121,"def is_palindrome(str):
    reversed_str = """"
    for i in range(len(str) - ___, -___, -___): 
        reversed_str += str[i]

    if str == reversed_str: 
        return ___
    else: 
        return ___

string = ""madam""
result = is_palindrome(string)
print(result)"
Generate a Python program to give an output as true if the given string contains at least two distinct characters,"""AbcdABC""","def containsTwoDistinctChars(string):
    distinctChars = set()
    for char in string:
        distinctChars.add(char)
    
    return len(distinctChars) >= 2

print(containsTwoDistinctChars(""AbcdABC""))",Data Type,4125,"def containsTwoDistinctChars(string):
    distinctChars = set()
    for char in string:
        distinctChars.add(char)
    
    return len(distinctChars) >= ___

print(containsTwoDistinctChars(""AbcdABC""))"
"Create a Python program that takes in a string and counts how many vowels are in it, regardless of case.",amazing,"def count_vowels(word):
  answer = 0
  for letter in word:
    if letter.lower() in 'aeiou':
      answer += 1
  return answer

print(count_vowels('amazing'))",Data Type,4139,"def count_vowels(word):
  answer = ___
  for letter in word:
    if letter.lower() in 'aeiou':
      answer += ___
  return answer

print(count_vowels('amazing'))"
Write a Python program that determines whether the given string is a palindrome.,"String: ""racecar""","def is_palindrome(string):
  if len(string) <= 1:
    return True
  else:
    letter_1 = string[0]
    letter_2 = string[-1]
    if letter_1 != letter_2:
      return False
    else:
      new_word = string[1:-1]
      return is_palindrome(new_word)",Data Type,4156,"def is_palindrome(string):
  if len(string) <= ___:
    return ___
  else:
    letter_1 = string[___]
    letter_2 = string[-___]
    if letter_1 != letter_2:
      return ___
    else:
      new_word = string[___:-___]
      return is_palindrome(new_word)"
Parse the following JSON string into a Python dictionary.,"{""name"":""John"",""age"":30,""city"":""New York""}","import json

data = '{""name"":""John"",""age"":30,""city"":""New York""}'

parsed_data = json.loads(data)
print(parsed_data) # {'name': 'John', 'age': 30, 'city': 'New York'}",Data Type,4159,"import json

data = '{""name"":""John"",""age"":___,""city"":""New York""}'

parsed_data = json.loads(data)
print(parsed_data) # {'name': 'John', 'age': ___, 'city': 'New York'}"
Create a Python function that takes a string as input and returns a dictionary that counts the frequency of every character.,hello,"def char_freq(s):
    freq = dict()
    for i in s:
        if i in freq:
            freq[i] += 1
        else:
            freq[i] = 1
    return freq

string = 'hello'
result = char_freq(string)

print(result) # {'h': 1, 'e': 1, 'l': 2, 'o': 1}",Data Type,4162,"def char_freq(s):
    freq = dict()
    for i in s:
        if i in freq:
            freq[i] += ___
        else:
            freq[i] = ___
    return freq

string = 'hello'
result = char_freq(string)

print(result) # {'h': ___, 'e': ___, 'l': ___, 'o': ___}"
Generate a program in Python that counts the number of words in a string.,"String: ""This is a sentence""","def count_words(string):
    words = 0
    for x in string.split():
        words += 1
    return words",Data Type,4175,"def count_words(string):
    words = ___
    for x in string.split():
        words += ___
    return words"
Create a Python program to extract the first three characters of a string.,"string = ""programming""","result = string[:3]
print(result) #pro",Data Type,4178,"result = string[:___]
print(result) #pro"
Can you design a function in Python which takes two string arguments and checks that two strings are anagrams or not?,"s1 = ""restful""
s2 = ""fluster""","def is_anagram(str1, str2):
    if (len(str1) != len(str2)):
        return False
    
    list1 = sorted(list(str1)) 
    list2 = sorted(list(str2)) 
  
    for i in range(0, len(str1)): 
        if (list1[i] != list2[i]): 
            return False
  
    return True",Data Type,4189,"def is_anagram(str1, str2):
    if (len(str1) != len(str2)):
        return ___
    
    list1 = sorted(list(str1)) 
    list2 = sorted(list(str2)) 
  
    for i in range(___, len(str1)): 
        if (list1[i] != list2[i]): 
            return ___
  
    return ___"
Write a Python program to sort the characters in a given string in reverse alphabetical order.,Hello,"def sortReverseString(string):
 char_list = list(string)
 char_list.sort(reverse=True)
 return ''.join(char_list)

# Usage:
string = ""Hello""
sortedString = sortReverseString(string)
print(sortedString) # Output: olleH",Data Type,4217,"def sortReverseString(string):
 char_list = list(string)
 char_list.sort(reverse=___)
 return ''.join(char_list)

# Usage:
string = ""Hello""
sortedString = sortReverseString(string)
print(sortedString) # Output: olleH"
Create a text parser in Python that converts a given string into an integer.,"""47""","def parse_int(string):
 return int(string)

result = parse_int(""47"")
print(result)

# Result: 47",Data Type,4226,"def parse_int(string):
 return ___

result = parse_int(""___"")
print(result)

# Result: ___"
Round an input float to two decimal places in Python.,8.374,"num = 8.374
rounded_num = round(num, 2)
print(rounded_num)",Data Type,4287,"num = ___.___
rounded_num = round(num, ___)
print(rounded_num)"
Write a Python function that takes a string as input and counts the number of occurrences of each character in that string.,String: 'python',"def count_characters(string):
    counts = {}
    for s in string:
        counts[s] = counts.get(s, 0) + 1
    return counts

result = count_characters('python')
print(result)",Data Type,4326,"def count_characters(string):
    counts = {}
    for s in string:
        counts[s] = counts.get(s, ___) + ___
    return counts

result = count_characters('python')
print(result)"
Take an input string and write a python program to determine if it is a palindrome.,racecar,"def isPalindrome(s):
 left, right = 0, len(s) - 1
 while left < right:
 if s[left] != s[right]:
 return False
 left += 1
 right -= 1
 return True

s = ""racecar""
print(isPalindrome(s))  # True",Data Type,4330,"def isPalindrome(s):
 left, right = ___, len(s) - ___
 while left < right:
 if s[left] != s[right]:
 return ___
 left += ___
 right -= ___
 return ___

s = ""racecar""
print(isPalindrome(s))  # ___"
Suggest a completion for the following python code to count the number of a given character in a string.,"def count_characters(s, c):","def count_characters(s, c):
 count = 0
 for ch in s:
  if ch == c:
   count += 1
 return count",Data Type,4338,"def count_characters(s, c):
 count = ___
 for ch in s:
  if ch == c:
   count += ___
 return count"
Write a python program that will generate a password containing numbers and letters from an entered string.,Hello,"def generate_password(word):
      # initialize variables 
    password = """"
    letters = """"
    numbers = """"

    # create new password
    for i in range(0, len(word)):
      letters += word[i]
      numbers += str(i)

    password = letters + numbers
    return password

print(generate_password(""Hello""))",Data Type,4341,"def generate_password(word):
      # initialize variables 
    password = """"
    letters = """"
    numbers = """"

    # create new password
    for i in range(___, len(word)):
      letters += word[i]
      numbers += ___

    password = letters + numbers
    return password

print(generate_password(""Hello""))"
Create a Python program to find out if a string contains any characters from another given string.,"String 1: Hello
String 2: eo","def contains_chars(str1, str2):
 if any([c in str1 for c in str2]):
 return True
 return False

string1 = ""Hello""
string2 = ""eo""

print(contains_chars(string1, string2)) // Outputs: True",Data Type,4348,"def contains_chars(str1, str2):
 if any([c in str1 for c in str2]):
 return ___
 return ___

string1 = ""Hello""
string2 = ""eo""

print(contains_chars(string1, string2)) // Outputs: ___"
"Convert a Python list into a string with each item separated by a comma, with no additional characters or whitespace","my_list = [1, 2, 3]","','.join(str(item) for item in my_list)",Data Type,4355,"','.join(___ for item in my_list)"
Create a python function that takes a string as an argument and substitues each letter with its corresponding number in the alphabet.,Input String = “Data Science”,"def letterToNumber(input_string):
    result_string = """"
    for letter in input_string:
        result_string += str(ord(letter)-64)
    return result_string

input_string  = ""Data Science""
substituted_string = letterToNumber(input_string)
print(""Substituted string : "",substituted_string)",Data Type,4374,"def letterToNumber(input_string):
    result_string = """"
    for letter in input_string:
        result_string += str(ord(letter)-___)
    return result_string

input_string  = ""Data Science""
substituted_string = letterToNumber(input_string)
print(""Substituted string : "",substituted_string)"
Convert a given python data structure into a json string using json package,"data = {
    ""name"": ""John"",
    ""age"": 30,
    ""location"": ""Greece""
}","import json

# convert python data structure to json
data = {
    ""name"": ""John"",
    ""age"": 30,
    ""location"": ""Greece""
}

data_string = json.dumps(data)

print(data_string) # '{""name"": ""John"", ""age"": 30, ""location"": ""Greece""}'",Data Type,4376,"import json

# convert python data structure to json
data = {
    ""name"": ""John"",
    ""age"": ___,
    ""location"": ""Greece""
}

data_string = json.dumps(data)

print(data_string) # '{""name"": ""John"", ""age"": ___, ""location"": ""Greece""}'"
Create a Python program to count the occurrence of a specific word in a string.,The quick brown fox,"def count_occurences(string, word):
    count = 0
    words = string.split(' ')
    for w in words:
        if w == word:
            count += 1
    return count
 
string = 'The quick brown fox'
word = 'The'
 
occurrences = count_occurences(string, word)
print('""The"" occurs', occurrences , 'times in the string.')",Data Type,4384,"def count_occurences(string, word):
    count = ___
    words = string.split(' ')
    for w in words:
        if w == word:
            count += ___
    return count
 
string = 'The quick brown fox'
word = 'The'
 
occurrences = count_occurences(string, word)
print('""The"" occurs', occurrences , 'times in the string.')"
Design an algorithm in Python to detect an anagram in a string.,"Input string: ""eat tea""","def isAnagram(string):
    for i in range(len(string)):
        for j in range(i + 1, len(string)):
            if sorted(string[i]) == sorted(string[j]):
                return True
    return False",Data Type,4393,"def isAnagram(string):
    for i in range(len(string)):
        for j in range(i + ___, len(string)):
            if sorted(string[i]) == sorted(string[j]):
                return ___
    return ___"
Create a program in Python to capitalize the first letter of a given string.,hello world,"def capitalize_first_letter(text):
  return text[0].upper() + text[1:]

print(capitalize_first_letter(""hello world"")) # Output: Hello world",Data Type,4396,"def capitalize_first_letter(text):
  return text[___].upper() + text[___:]

print(capitalize_first_letter(""hello world"")) # Output: Hello world"
Create a Python function that takes in a string and an integer and returns a string with the input string repeated the number of times indicated by the input integer.,"string = ‘Hello’

int = 3","def repeat_string(s, n):
    return s*n

print(repeat_string('Hello', 3))
# Output: 'HelloHelloHello'",Data Type,4400,"def repeat_string(s, n):
    return s*n

print(repeat_string('Hello', ___))
# Output: 'HelloHelloHello'"
Create an API endpoint in Python that takes a text string as input and outputs a JSON response with the text reversed.,Hello world,"from flask import Flask, request, jsonify

app = Flask(__name__)

@app.route('/reverse', methods=['POST'])
def reverse():
 data = request.get_json()
 text = data['text']
 reversed_text = text[::-1]

 return jsonify({'reversed_text': reversed_text})

if __name__ == '__main__':
 app.run()",Data Type,4402,"from flask import Flask, request, jsonify

app = Flask(__name__)

@app.route('/reverse', methods=['POST'])
def reverse():
 data = request.get_json()
 text = data['text']
 reversed_text = text[::-___]

 return jsonify({'reversed_text': reversed_text})

if __name__ == '__main__':
 app.run()"
Develop a Python program that reads in a string and reverses the words in it maintaining their order.,This is a sample string,"def reverseWords(str): 
    words = str.split("" "") 
  
    newWords = [word[::-1] for word in words] 
  
    newString = "" "".join(newWords) 
  
    return newString 
      
print(reverseWords(""This is a sample string"")) 
# Result: sihT si a elpmas gnirts",Data Type,4410,"def reverseWords(str): 
    words = str.split("" "") 
  
    newWords = [word[::-___] for word in words] 
  
    newString = "" "".join(newWords) 
  
    return newString 
      
print(reverseWords(""This is a sample string"")) 
# Result: sihT si a elpmas gnirts"
"Write and edit a Python function to filter a list of strings, removing any string at least 4 characters in length that contains the letter 'k'.","my_list = [""cat"", ""dog"", ""monkey"", ""kite""]","def filter_list(list):
    return [item for item in list if len(item) < 4 or 'k' not in item]

my_list = filter_list(my_list)
print(my_list)

# Output:
# ['cat', 'dog']",Data Type,4416,"def filter_list(list):
    return [item for item in list if len(item) < ___ or 'k' not in item]

my_list = filter_list(my_list)
print(my_list)

# Output:
# ['cat', 'dog']"
Write a Python script to generate a dictionary with counts of unique characters in a given string.,"String = ""Hello World!""","def char_count(string):
    char_dict = {}
    for char in string:
        if char in char_dict:
            char_dict[char] += 1
        else:
            char_dict[char] = 1
    return char_dict

string = ""Hello World!""
result = char_count(string)
print(result)

# Outputs: {'H': 1, 'e': 1, 'l': 3, 'o': 2, ' ': 1, 'W': 1, 'r': 1, 'd': 1, '!': 1}",Data Type,4417,"def char_count(string):
    char_dict = {}
    for char in string:
        if char in char_dict:
            char_dict[char] += ___
        else:
            char_dict[char] = ___
    return char_dict

string = ""Hello World!""
result = char_count(string)
print(result)

# Outputs: {'H': ___, 'e': ___, 'l': ___, 'o': ___, ' ': ___, 'W': ___, 'r': ___, 'd': ___, '!': ___}"
Calculate the number of possible permutations of a string using the following Python function.,"word = ""helloworld""","def factorial(string): 
   len_string = len(string) 
   permutations = 1
   for i in range(1, len_string + 1): 
      permutations *= i 
   return permutations 

result = factorial(word) 
print(result)",Data Type,4420,"def factorial(string): 
   len_string = len(string) 
   permutations = ___
   for i in range(___, len_string + ___): 
      permutations *= i 
   return permutations 

result = factorial(word) 
print(result)"
"Given the following code snippet, create a function in Python that takes two strings and returns true if one string is a substring of the other.","s1 = 'Hello World'
s2 = 'World'","def is_substring(s1, s2):
 # check for empty strings 
 if s1 == '' or s2 == '':
 return False
 
 # check if s2 is a substring of s1
 if s1.find(s2) > -1:
 return True
 
 return False",Data Type,4423,"def is_substring(s1, s2):
 # check for empty strings 
 if s1 == '' or s2 == '':
 return ___
 
 # check if s2 is a substring of s1
 if s1.find(s2) > -___:
 return ___
 
 return ___"
Create a function in Python that takes in a string and returns the frequency of each character in the string in form of a dictionary.,'hello world',"def frequency(string): 
    freq = {} 
    for i in string: 
        if i in freq: 
            freq[i] += 1
        else: 
            freq[i] = 1
    return freq

print(frequency('hello world'))",Data Type,4452,"def frequency(string): 
    freq = {} 
    for i in string: 
        if i in freq: 
            freq[i] += ___
        else: 
            freq[i] = ___
    return freq

print(frequency('hello world'))"
Create a Python 3 function to calculate the length of a string.,"string = 'hello, world!'","def get_str_length(string):
  return len(string)

print(get_str_length(string)) # outputs 13",Data Type,4462,"def get_str_length(string):
  return len(string)

print(get_str_length(string)) # outputs ___"
Create a Python function that takes a string and rotates the characters in the string by a specified integer.,"""Hello"", 3","def rotateString(s, n):
    output = """"
    for char in s:
        output += chr(ord(char) + n)
    return output

result = rotateString(""Hello"", 3)
print(result)",Data Type,4466,"def rotateString(s, n):
    output = """"
    for char in s:
        output += chr(ord(char) + n)
    return output

result = rotateString(""Hello"", ___)
print(result)"
Generate a program in Python to count the number of times a substring appears in a string?,"str=""The quick brown fox jumps over the lazy dog."", substr=""the""","def countSubstrings(str, subStr):
    lengthSubStr = len(subStr)
    count = 0
   
    for i in range(len(str)):
        if str[i:i+lengthSubStr] == subStr:
            count += 1
         
    return count

str = ""The quick brown fox jumps over the lazy dog.""
substr = ""the""
print(countSubstrings(str, substr))",Data Type,4476,"def countSubstrings(str, subStr):
    lengthSubStr = len(subStr)
    count = ___
   
    for i in range(len(str)):
        if str[i:i+lengthSubStr] == subStr:
            count += ___
         
    return count

str = ""The quick brown fox jumps over the lazy dog.""
substr = ""the""
print(countSubstrings(str, substr))"
Modify the code to output a float in python instead of integer.,"def multiply(a, b): 
    return a * b","def multiply(a, b): 
    return float(a * b)",Data Type,4477,"def multiply(a, b): 
    return ___"
Create a Python class with a constructor and a `to_string` method that takes two integers and returns a formatted string.,The two integers are 7 and 5.,"class MyClass:
 def __init__(self, x, y):
 self.x = x
 self.y = y

def to_string(self):
 return f'The numbers are {self.x} and {self.y}.'

c = MyClass(7,5)
print(c.to_string())",Data Type,4517,"class MyClass:
 def __init__(self, x, y):
 self.x = x
 self.y = y

def to_string(self):
 return f'The numbers are {self.x} and {self.y}.'

c = MyClass(___,___)
print(c.to_string())"
Create a program to find the frequency of characters in a given string in Python.,"Example string: ""abbccccdddde""","def find_character_frequency(string):
    freq = {} 
    for i in string: 
        if i in freq: 
            freq[i] += 1
        else: 
            freq[i] = 1
    return freq
 
# example
string = ""abbccccdddde""
print(find_character_frequency(string))
# Output: {'a': 1, 'b': 2, 'c': 4, 'd': 4, 'e': 1}",Data Type,4563,"def find_character_frequency(string):
    freq = {} 
    for i in string: 
        if i in freq: 
            freq[i] += ___
        else: 
            freq[i] = ___
    return freq
 
# example
string = ""abbccccdddde""
print(find_character_frequency(string))
# Output: {'a': ___, 'b': ___, 'c': ___, 'd': ___, 'e': ___}"
Create an algorithm in Python to find the longest continuous sequence of zeros in a binary string.,"Example binary string: ""1101011000""","def longestZeroSeq(inputStr):
    maxLength = 0 
   
    currentLength = 0
   
    for c in inputStr:
        if c == '0':
            currentLength += 1
        else:
            maxLength = max(maxLength, currentLength) 
            currentLength = 0
   
    maxLength = max(maxLength, currentLength)
   
    return maxLength",Data Type,4567,"def longestZeroSeq(inputStr):
    maxLength = ___ 
   
    currentLength = ___
   
    for c in inputStr:
        if c == '___':
            currentLength += ___
        else:
            maxLength = max(maxLength, currentLength) 
            currentLength = ___
   
    maxLength = max(maxLength, currentLength)
   
    return maxLength"
Design a program in Python to reverse the words of a given string.,"String s = ""This is an example sentence.""","def reverseWords(s): 
	# split the string 
	words = s.split(' ') 
	
	# reverse the words 
	words = words[::-1] 
	
	# join the words 
	reverseString = ' '.join(words)
	
	return reverseString 

s = ""This is an example sentence.""
print(reverseWords(s)) 
# Output: sentence. example an is This",Data Type,4588,"def reverseWords(s): 
	# split the string 
	words = s.split(' ') 
	
	# reverse the words 
	words = words[::-___] 
	
	# join the words 
	reverseString = ' '.join(words)
	
	return reverseString 

s = ""This is an example sentence.""
print(reverseWords(s)) 
# Output: sentence. example an is This"
Write a python function to format a string according to provided parameters.,"Input string: ""Hello World""
Upper-Case Letters: True
Lower-Case Letters: False","def formatString(s, upperCaseLetters, lowerCaseLetters):
    newStr = """"
    if upperCaseLetters: 
        newStr = s.upper()
    elif lowerCaseLetters: 
        newStr = s.lower()
    return newStr

print(formatString(""Hello World"", True, False)) # Output: ""HELLO WORLD""",Data Type,4596,"def formatString(s, upperCaseLetters, lowerCaseLetters):
    newStr = """"
    if upperCaseLetters: 
        newStr = s.upper()
    elif lowerCaseLetters: 
        newStr = s.lower()
    return newStr

print(formatString(""Hello World"", ___, ___)) # Output: ""HELLO WORLD"""
Design a solution in Python for determining the frequency of characters in a given string.,"""A quick brown fox jumps over the lazy dog.""","text = ""A quick brown fox jumps over the lazy dog.""

count = {} 
for character in text: 
    if character in count: 
            count[character] += 1
    else: 
            count[character] = 1
  
for key in count: 
    print('%s appears %d times' % (key, count[key]))",Data Type,4607,"text = ""A quick brown fox jumps over the lazy dog.""

count = {} 
for character in text: 
    if character in count: 
            count[character] += ___
    else: 
            count[character] = ___
  
for key in count: 
    print('%s appears %d times' % (key, count[key]))"
Create a python program to test if a given string is a palindrome,"str = ""level""","def is_palindrome(str):
    for i in range(len(str) // 2):
        if str[i] != str[-i - 1]:
            return False
    return True

# Test
result = is_palindrome(""level"")
print(result) # Output: True",Data Type,4614,"def is_palindrome(str):
    for i in range(len(str) // ___):
        if str[i] != str[-i - ___]:
            return ___
    return ___

# Test
result = is_palindrome(""level"")
print(result) # Output: ___"
Write a function that takes a string and prints out the string in reverse.,Python,"def reverse_string(s):
  return s[::-1]
  
print(reverse_string('Python'))  # nohtyP",Data Type,4623,"def reverse_string(s):
  return s[::-___]
  
print(reverse_string('Python'))  # nohtyP"
Create a program in Python to extract the first and last names from a string of full names.,Elizabeth W. Jennings,"names = input().split()

first_name = names[0]
last_name = names[-1]

print('First Name:', first_name)
print('Last Name:', last_name)",Data Type,4641,"names = input().split()

first_name = names[___]
last_name = names[-___]

print('First Name:', first_name)
print('Last Name:', last_name)"
Write a Python program that parses a single URL from a given string.,"""https://www.example.com/index.php?p=1&q=2""","import re

def parse_url(url):
    regex = r""^(https?://[^/]+)(.*)$""
    match = re.search(regex, url)
    return match.group(1), match.group(2)

url, query = parse_url(""https://www.example.com/index.php?p=1&q=2"")
print(""URL:"", url)
print(""Query:"", query)",Data Type,4646,"import re

def parse_url(url):
    regex = r""^(https?://[^/]+)(.*)$""
    match = re.search(regex, url)
    return match.group(___), match.group(___)

url, query = parse_url(""https://www.example.com/index.php?p=___&q=___"")
print(""URL:"", url)
print(""Query:"", query)"
Write a Python function to check if a given string is an anagram or not.,"str1 = ""listen"", str2 = ""silent""","def is_anagram(str1, str2): 
    if len(str1) != len(str2): 
        return False 
    str1 = sorted(str1.lower()) 
    str2 = sorted(str2.lower()) 
    return str1 == str2",Data Type,4658,"def is_anagram(str1, str2): 
    if len(str1) != len(str2): 
        return ___ 
    str1 = sorted(str1.lower()) 
    str2 = sorted(str2.lower()) 
    return str1 == str2"
Create a Python function for reversing a string.,"string = ""hello world!""","def reverse_string(string):
    string = string[::-1]
    return string

result = reverse_string(string)
print(result) # output -> ""!dlrow olleh""",Data Type,4662,"def reverse_string(string):
    string = string[::-___]
    return string

result = reverse_string(string)
print(result) # output -> ""!dlrow olleh"""
Write a Python program to format a given string with a coefficient of over 66%.,"s = ""Hello World""","def format_string(s):
 return s.upper() if (s.count("" "")+1) / len(s) > 0.66 else s

s = ""Hello World""
print(format_string(s))
# Output: HELLO WORLD",Data Type,4670,"def format_string(s):
 return s.upper() if (s.count("" "")+___) / len(s) > ___.___ else s

s = ""Hello World""
print(format_string(s))
# Output: HELLO WORLD"
Create a function in Python that takes an input string and returns whether it is a palindrome.,"txt = ""madam""","def isPalindrome(txt):
    i = 0
    j = len(txt) - 1
    
    while i < j:
        if txt[i] != txt[j]:
            return False
        i += 1
        j -= 1
    
    return True

print(isPalindrome(txt)) // True",Data Type,4686,"def isPalindrome(txt):
    i = ___
    j = len(txt) - ___
    
    while i < j:
        if txt[i] != txt[j]:
            return ___
        i += ___
        j -= ___
    
    return ___

print(isPalindrome(txt)) // ___"
Write a Python program to format a specified string to limit the number of characters to 6.,String: Hello World,"def limit_chars(string):
    # Limit the number of character to 6
    limited_string = string[:6]
    return limited_string

string = ""Hello World""
result = limit_chars(string)
print(result)",Data Type,4691,"def limit_chars(string):
    # Limit the number of character to ___
    limited_string = string[:___]
    return limited_string

string = ""Hello World""
result = limit_chars(string)
print(result)"
"Given an input string, write a Python program to count the occurrence of each character in the string.","""Hello, World!""","def char_occurrences(a_string):
 char_count = {}
 for char in a_string:
 if char in char_count:
 char_count[char] += 1
 else:
 char_count[char] = 1
 return char_count

string = ""Hello, World!""
print(char_occurrences(string))

# Output
# {'H': 1, 'e': 1, 'l': 3, 'o': 2, ', ': 1, 'W': 1, 'r': 1, 'd': 1, '!': 1}",Data Type,4709,"def char_occurrences(a_string):
 char_count = {}
 for char in a_string:
 if char in char_count:
 char_count[char] += ___
 else:
 char_count[char] = ___
 return char_count

string = ""Hello, World!""
print(char_occurrences(string))

# Output
# {'H': ___, 'e': ___, 'l': ___, 'o': ___, ', ': ___, 'W': ___, 'r': ___, 'd': ___, '!': ___}"
Write a Python program that takes a list of strings as an input and returns a dictionary containing the count of each string in the list.,"['a', 'b', 'c', 'a', 'b']","def count_strings(lst):
    result = {}
    for item in lst:
        if item in result:
            result[item] += 1
        else:
            result[item] = 1
    return result

list_of_strings = ['a', 'b', 'c', 'a', 'b']
result = count_strings(list_of_strings)
print(result)",Data Type,4729,"def count_strings(lst):
    result = {}
    for item in lst:
        if item in result:
            result[item] += ___
        else:
            result[item] = ___
    return result

list_of_strings = ['a', 'b', 'c', 'a', 'b']
result = count_strings(list_of_strings)
print(result)"
Write a Python program that counts the occurrence of each string in a dictionary.,"data = {""foo"": 1, ""bar"": 2, ""baz"": 3, ""foo"": 4, ""bar"": 5}","data = {""foo"": 1, ""bar"": 2, ""baz"": 3, ""foo"": 4, ""bar"": 5}

counts = {}
for key, value in data.items():
    if key in counts:
        counts[key] += 1
    else:
        counts[key] = 1

print(counts)",Data Type,4748,"data = {""foo"": ___, ""bar"": ___, ""baz"": ___, ""foo"": ___, ""bar"": ___}

counts = {}
for key, value in data.items():
    if key in counts:
        counts[key] += ___
    else:
        counts[key] = ___

print(counts)"
Write a function in Python that takes a string as input and converts it to title case.,"s = ""this is a test string""","def convertToTitleCase(s):
    return ' '.join(word[0].upper() + word[1:] for word in s.split())
 
print(convertToTitleCase(""this is a test string""))  # Output: This Is A Test String",Data Type,4754,"def convertToTitleCase(s):
    return ' '.join(word[___].upper() + word[___:] for word in s.split())
 
print(convertToTitleCase(""this is a test string""))  # Output: This Is A Test String"
Write a python code to extract the phone number and email address from a provided string,"txt =""John Smith-555-1234, john.s@example.com""","import re

txt =""John Smith-555-1234, john.s@example.com""

# Phone Number
phone = re.findall(r'\d{3}-\d{4}', txt)[0]
print(""Phone Number ="", phone) 

# Email Address
email = re.findall(r'\S+@\S+', txt)[0]
print(""Email Address ="", email)",Data Type,4759,"import re

txt =""John Smith-___-___, john.s@example.com""

# Phone Number
phone = re.findall(r'\d{___}-\d{___}', txt)[___]
print(""Phone Number ="", phone) 

# Email Address
email = re.findall(r'\S+@\S+', txt)[___]
print(""Email Address ="", email)"
Implement a Python function that will take two strings and return true if the first string contains the second.,"query = ""catering""
word = ""cat""","def check_contains(query, word): 
    if query.find(word) != -1:
        return True
    return False

result = check_contains(query, word)",Data Type,4770,"def check_contains(query, word): 
    if query.find(word) != -___:
        return ___
    return ___

result = check_contains(query, word)"
Produce a Python program which parses a given html string and extracts all text from it.,"HTML String: ""<p>This is a <strong>html</strong> string.</p>""","def get_text_from_html(html_str):
    soup = BeautifulSoup(html_str, 'html.parser')
    all_text = soup.find_all(text=True)
    return ' '.join(all_text)",Data Type,4777,"def get_text_from_html(html_str):
    soup = BeautifulSoup(html_str, 'html.parser')
    all_text = soup.find_all(text=___)
    return ' '.join(all_text)"
